000100060009000,01/01/2010 
000100060010000,01/01/1999 
000100060011000,01/01/2009 
000100060012000,01/01/2010 
000100060013000,01/01/1999 
000100060015000,01/01/2007 
000100060016000,01/01/2008 
000100060017000,01/01/2007 
000100060018000,01/01/2002 
000100060019000,01/01/2000 
000100060020000,01/01/2009 
000100060021000,01/01/1998 
000100060023000,01/01/2009 
000100060025000,01/01/1998 
000100060026000,01/01/2008 
000100060027000,01/01/1998 
000100060028000,01/01/1998 
000100060029000,01/01/2001 
000100060030000,01/01/1998 
000100060031000,01/01/1998 
000100060032000,01/01/2009 
000100060033000,01/01/2009 
000100060034000,01/01/2003 
000100060035000,01/01/2008 
000100060036000,01/01/2001 
000100060037000,01/01/1999 
000100060038000,01/01/2010 
000100060039000,01/01/2001 
000100060041000,01/01/2002 
000100060042000,01/01/1998 
000100060043000,01/01/2009 
000100060044000,01/01/2010 
000100060045000,01/01/2010 
000100060046000,01/01/1999 
000100060048000,01/01/2010 
000100060049000,01/01/2010 
000100060050000,01/01/2002 
000100060051000,01/01/2010 
000100060052000,01/01/2010 
000100060053000,01/01/2009 
000100060054000,01/01/1998 
000100060055000,01/01/2001 
000100060056000,01/01/2001 
000100060057000,01/01/1998 
000100060058000,01/01/2004 
000100060059000,01/01/2008 
000100060060000,01/01/2008 
000100060061000,01/01/2008 
000100060062000,01/01/1999 
000100060063000,01/01/1999 
000100060064000,01/01/2006 
000100060065000,01/01/2006 
000100060066000,01/01/2007 
000100060067000,01/01/2007 
000100060068000,01/01/2009 
000100060069000,01/01/2009 
000100060070000,01/01/2008 
000100060071000,01/01/2002 
000100060072000,01/01/2002 
000100060073000,01/01/1998 
000100060074000,01/01/2000 
000100060075000,01/01/2008 
000100060076000,01/01/2010 
000100060077000,01/01/2003 
000100060078000,01/01/2009 
000100060079000,01/01/2006 
000100060080000,01/01/2010 
000100060081000,01/01/1998 
000100060082000,01/01/2010 
000100060083000,01/01/2010 
000100060084000,01/01/2010 
000100060085000,01/01/2008 
000100060086000,01/01/2006 
000100060087000,01/01/2010 
000100060088000,01/01/2001 
000100060089000,01/01/2010 
000100060090000,01/01/2010 
000100060091000,01/01/2009 
000100060092000,01/01/2003 
000100060093000,01/01/2003 
000100060094000,01/01/2006 
000100060095000,01/01/2007 
000100060096000,01/01/2003 
000100060097000,01/01/2008 
000100060098000,01/01/2003 
000100060099000,01/01/2007 
000100060100000,01/01/2001 
000100060101000,01/01/2003 
000100060102000,01/01/2004 
000100060103000,01/01/2003 
000100060104000,01/01/2007 
000100060105000,01/01/2009 
000100060106000,01/01/2004 
000100060107000,01/01/2009 
